Date,SP500,RFR,VOL,Expiration,F,Exercise,Price,PreviousPrice,Returns
2017-03-17,2378.25,0.0070799999999999995,0.1128,2017-04-21,2379.8640460169445,2310.0,8.943138688174997,,0.0
2017-03-20,2373.47,0.0070999999999999995,0.1134,2017-04-21,2374.9468518466156,2310.0,9.01759196007879,9.01759196007879,0.008325183640754519
2017-03-21,2344.02,0.00753,0.1247,2017-04-21,2345.518533802445,2310.0,18.89566444291438,18.89566444291438,1.0954224283562817
2017-03-22,2348.45,0.0074800000000000005,0.12810000000000002,2017-04-21,2349.8932692627786,2310.0,17.81020142076227,17.81020142076227,-0.057445083523334106
2017-03-23,2345.96,0.0074800000000000005,0.13119999999999998,2017-04-21,2347.3536667634094,2310.0,18.83718325617508,18.83718325617508,0.05766256153709781
2017-03-24,2343.98,0.0074800000000000005,0.12960000000000002,2017-04-21,2345.324459820882,2310.0,18.58236515747069,18.58236515747069,-0.013527399252797334
2017-03-27,2341.5901,0.00758,0.125,2017-04-21,2342.8052853601826,2310.0,16.717166987722862,16.717166987722862,-0.10037463767081123
2017-03-28,2358.5701,0.007730000000000001,0.1153,2017-04-21,2359.76838355462,2310.0,9.504571129497549,9.504571129497549,-0.43144845436563894
2017-03-29,2361.1299,0.00755,0.1142,2017-04-21,2362.2527136555946,2310.0,8.32221685458211,8.32221685458211,-0.12439848771776663
2017-03-30,2368.0601,0.00758,0.11539999999999999,2017-04-21,2369.1415178344528,2310.0,6.741362167006514,6.741362167006514,-0.1899559594755329
2017-03-31,2362.72,0.00738,0.12369999999999999,2017-04-21,2363.7227434433794,2310.0,8.698989132512736,8.698989132512736,0.29039041621101647
2017-04-03,2358.8401,0.0074,0.12380000000000001,2017-04-28,2360.03516078656,2290.0,7.149777143605434,8.061526604185644,-0.07328006951342847
2017-04-04,2360.1599,0.0078000000000000005,0.11789999999999999,2017-04-28,2361.3698525671903,2290.0,5.6813454382223085,5.6813454382223085,-0.2053814651686663
2017-04-05,2352.95,0.0078000000000000005,0.12890000000000001,2017-04-28,2354.1059833352956,2290.0,8.201773907486029,8.201773907486029,0.44363232207411096
2017-04-06,2357.49,0.00788,0.12390000000000001,2017-04-28,2358.609210052986,2290.0,6.2191353547546555,6.2191353547546555,-0.24173289523645047
2017-04-07,2355.54,0.007980000000000001,0.12869999999999998,2017-04-28,2356.620990999342,2290.0,6.818142696894995,6.818142696894995,0.09631682026061505
2017-04-10,2357.1599,0.00788,0.1405,2017-05-19,2359.1440402346393,2290.0,16.620449148560397,6.767654698222543,-0.00740494895999233
2017-04-11,2353.78,0.008,0.1507,2017-05-19,2355.7398822197756,2290.0,19.578611645326646,19.578611645326646,0.1779833066077201
2017-04-12,2344.9299,0.007930000000000001,0.1577,2017-05-19,2346.814369010188,2290.0,23.416801489592785,23.416801489592785,0.19603993959307653
2017-04-13,2328.95,0.0079,0.15960000000000002,2017-05-19,2330.7641309129035,2290.0,28.607120172090845,28.607120172090845,0.2216493437331657
2017-04-17,2349.01,0.0079,0.1466,2017-05-19,2350.636379955407,2290.0,16.904586702535653,16.904586702535653,-0.409077649171139
2017-04-18,2342.1899,0.00805,0.1442,2017-05-19,2343.7907027569177,2290.0,17.701933496000834,17.701933496000834,0.04716748226359058
2017-04-19,2338.1699,0.007850000000000001,0.1493,2017-05-19,2339.6779535678997,2290.0,19.5273373593609,19.5273373593609,0.10311889736634994
2017-04-20,2355.8401,0.0077,0.14150000000000001,2017-05-19,2357.2808116588544,2290.0,12.648014624824555,12.648014624824555,-0.35229189765795565
2017-04-21,2348.6899,0.0076300000000000005,0.1463,2017-05-19,2350.0640844936715,2290.0,14.854035476841204,14.854035476841204,0.17441637422578893
2017-04-24,2374.1499,0.0077,0.1084,2017-05-19,2375.401492911666,2290.0,3.0671829504480854,3.0671829504480854,-0.7935118065908686
2017-04-25,2388.6101,0.00808,0.1076,2017-05-19,2389.8786071982654,2290.0,1.6933269371553195,1.6933269371553195,-0.44792111702761617
2017-04-26,2387.45,0.00803,0.1085,2017-05-19,2388.657528104819,2290.0,1.665729190341466,1.665729190341466,-0.016297943538426174
2017-04-27,2388.77,0.007850000000000001,0.1036,2017-05-19,2389.899741613965,2290.0,1.1430555357215297,1.1430555357215297,-0.31378068995284325
2017-04-28,2384.2,0.0078000000000000005,0.1082,2017-05-19,2385.269458020712,2290.0,1.5075120458990625,1.5075120458990625,0.31884409706084593
2017-05-01,2388.3301,0.007850000000000001,0.1011,2017-05-31,2389.87050548064,2320.0,5.424581316313038,0.5945582956233721,-0.6056029553854845
2017-05-02,2391.1699,0.00843,0.1059,2017-05-31,2392.770899265619,2320.0,5.473296137598652,5.473296137598652,0.008980383636082001
2017-05-03,2388.1299,0.00848,0.1068,2017-05-31,2389.6828689581253,2320.0,5.788059283055986,5.788059283055986,0.057508882681329476
2017-05-04,2389.52,0.00855,0.10460000000000001,2017-05-31,2391.030732511791,2320.0,4.96411331811305,4.96411331811305,-0.14235271697284824
2017-05-05,2399.29,0.00868,0.1057,2017-05-31,2400.7729269909646,2320.0,3.6288464533974434,3.6288464533974434,-0.2689839613135919
2017-05-08,2399.3799,0.0087,0.0977,2017-05-31,2400.694745876272,2320.0,2.145695662886226,2.145695662886226,-0.4087113658729329
2017-05-09,2396.9199,0.0089,0.09960000000000001,2017-05-31,2398.205164154794,2320.0,2.3247981282455044,2.3247981282455044,0.08347058180579237
2017-05-10,2399.6299,0.00875,0.10210000000000001,2017-05-31,2400.8374097187634,2320.0,2.1219997355962334,2.1219997355962334,-0.08723268923238525
2017-05-11,2394.4399,0.0086,0.106,2017-05-31,2395.5677320294094,2320.0,2.7050695858592917,2.7050695858592917,0.27477376197656733
2017-05-12,2390.8999,0.00855,0.10400000000000001,2017-06-16,2392.8595713781415,2320.0,6.80358306326508,2.609226037889215,-0.035431084091550824
2017-05-15,2402.3201,0.00863,0.1042,2017-06-16,2404.137144722066,2320.0,4.474253520317234,4.474253520317234,-0.342368061253593
